100000, 0.00003194808960
200000, 0.00007104873657
300000, 0.00012111663818
400000, 0.00025129318237
500000, 0.00030088424683
600000, 0.00035786628723
700000, 0.00035309791565
800000, 0.00047779083252
900000, 0.00065422058105
1000000, 0.00066494941711
1100000, 0.00072383880615
1200000, 0.00099396705627
1300000, 0.00100541114807
1400000, 0.00115823745728
1500000, 0.00110554695129
1600000, 0.00108098983765
1700000, 0.00174260139465
1800000, 0.00135016441345
1900000, 0.00130319595337
2000000, 0.00162529945374
