100000, 0.00013375282288
200000, 0.00023412704468
300000, 0.00030207633972
400000, 0.00046253204346
500000, 0.00051069259644
600000, 0.00070643424988
700000, 0.00077342987061
800000, 0.00122380256653
900000, 0.00120663642883
1000000, 0.00109934806824
1100000, 0.00092554092407
1200000, 0.00665616989136
1300000, 0.00130939483643
1400000, 0.00126552581787
1500000, 0.00199103355408
1600000, 0.00173401832581
1700000, 0.00183391571045
1800000, 0.00250124931335
1900000, 0.00209736824036
2000000, 0.00218462944031
