100000, 0.00001215934753
200000, 0.00004482269287
300000, 0.00005602836609
400000, 0.00016021728516
500000, 0.00014996528625
600000, 0.00015544891357
700000, 0.00019097328186
800000, 0.00028133392334
900000, 0.00046658515930
1000000, 0.00028181076050
1100000, 0.00049757957458
1200000, 0.00046300888062
1300000, 0.00070214271545
1400000, 0.05081152915955
1500000, 0.00051927566528
1600000, 0.00067424774170
1700000, 0.00134301185608
1800000, 0.00073313713074
1900000, 0.00072884559631
2000000, 0.00079846382141
